source,appendix,lake,station,season,sample_date_1971,depth_m,characteristic,value_as_printed,unit_as_printed,value_as_P,below_detection,not_determined,raw_text
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,1,APRIL,1971-04-18,25,F,0.17,mg/L,,FALSE,FALSE,0.17
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,1,APRIL,1971-04-18,50,HCO3,134.0,mg/L,,FALSE,FALSE,134
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,1,APRIL,1971-04-18,50,SO4,28.0,mg/L,,FALSE,FALSE,28.0
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,1,APRIL,1971-04-18,50,Cl,1.3,mg/L,,FALSE,FALSE,1.3
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,1,APRIL,1971-04-18,50,F,0.17,mg/L,,FALSE,FALSE,0.17
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,1,APRIL,1971-04-18,84,HCO3,137.0,mg/L,,FALSE,FALSE,137
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,1,APRIL,1971-04-18,84,SO4,27.1,mg/L,,FALSE,FALSE,27.1
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,1,APRIL,1971-04-18,84,Cl,1.2,mg/L,,FALSE,FALSE,1.2
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,1,APRIL,1971-04-18,84,F,0.18,mg/L,,FALSE,FALSE,0.18
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,1,JUNE,1971-06-19,1,HCO3,132.0,mg/L,,FALSE,FALSE,132
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,1,JUNE,1971-06-19,1,SO4,26.5,mg/L,,FALSE,FALSE,26.5
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,1,JUNE,1971-06-19,1,Cl,1.2,mg/L,,FALSE,FALSE,1.2
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,1,JUNE,1971-06-19,1,F,0.18,mg/L,,FALSE,FALSE,0.18
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,1,JUNE,1971-06-19,5,HCO3,131.0,mg/L,,FALSE,FALSE,131
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,1,JUNE,1971-06-19,5,SO4,26.1,mg/L,,FALSE,FALSE,26.1
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,1,JUNE,1971-06-19,5,Cl,1.1,mg/L,,FALSE,FALSE,1.1
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,1,JUNE,1971-06-19,5,F,0.17,mg/L,,FALSE,FALSE,0.17
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,1,JUNE,1971-06-19,10,HCO3,128.0,mg/L,,FALSE,FALSE,128
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,1,JUNE,1971-06-19,10,SO4,25.6,mg/L,,FALSE,FALSE,25.6
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,1,JUNE,1971-06-19,10,Cl,1.1,mg/L,,FALSE,FALSE,1.1
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,1,JUNE,1971-06-19,10,F,0.15,mg/L,,FALSE,FALSE,0.15
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,1,JUNE,1971-06-19,25,HCO3,134.0,mg/L,,FALSE,FALSE,134
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,1,JUNE,1971-06-19,25,SO4,27.1,mg/L,,FALSE,FALSE,27.1
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,1,JUNE,1971-06-19,25,Cl,1.2,mg/L,,FALSE,FALSE,1.2
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,1,JUNE,1971-06-19,25,F,0.18,mg/L,,FALSE,FALSE,0.18
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,1,JUNE,1971-06-19,50,HCO3,134.0,mg/L,,FALSE,FALSE,134
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,1,JUNE,1971-06-19,50,SO4,27.4,mg/L,,FALSE,FALSE,27.4
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,1,JUNE,1971-06-19,50,Cl,1.1,mg/L,,FALSE,FALSE,1.1
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,1,JUNE,1971-06-19,50,F,0.18,mg/L,,FALSE,FALSE,0.18
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,1,JUNE,1971-06-19,80,HCO3,137.0,mg/L,,FALSE,FALSE,137
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,1,JUNE,1971-06-19,80,SO4,25.9,mg/L,,FALSE,FALSE,25.9
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,1,JUNE,1971-06-19,80,Cl,1.1,mg/L,,FALSE,FALSE,1.1
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,1,JUNE,1971-06-19,80,F,0.17,mg/L,,FALSE,FALSE,0.17
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,1,AUGUST,1971-08-19,1,HCO3,128.0,mg/L,,FALSE,FALSE,128
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,1,AUGUST,1971-08-19,1,SO4,26.3,mg/L,,FALSE,FALSE,26.3
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,1,AUGUST,1971-08-19,1,Cl,1.1,mg/L,,FALSE,FALSE,1.1
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,1,AUGUST,1971-08-19,1,F,0.16,mg/L,,FALSE,FALSE,0.16
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,1,AUGUST,1971-08-19,5,HCO3,128.0,mg/L,,FALSE,FALSE,128
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,1,AUGUST,1971-08-19,5,SO4,26.1,mg/L,,FALSE,FALSE,26.1
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,1,AUGUST,1971-08-19,5,Cl,1.1,mg/L,,FALSE,FALSE,1.1
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,1,AUGUST,1971-08-19,5,F,0.16,mg/L,,FALSE,FALSE,0.16
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,1,AUGUST,1971-08-19,10,HCO3,128.0,mg/L,,FALSE,FALSE,128
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,1,AUGUST,1971-08-19,10,SO4,26.3,mg/L,,FALSE,FALSE,26.3
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,1,AUGUST,1971-08-19,10,Cl,1.1,mg/L,,FALSE,FALSE,1.1
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,1,AUGUST,1971-08-19,10,F,0.16,mg/L,,FALSE,FALSE,0.16
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,1,AUGUST,1971-08-19,25,HCO3,132.0,mg/L,,FALSE,FALSE,132
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,1,AUGUST,1971-08-19,25,SO4,26.1,mg/L,,FALSE,FALSE,26.1
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,1,AUGUST,1971-08-19,25,Cl,1.1,mg/L,,FALSE,FALSE,1.1
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,1,AUGUST,1971-08-19,25,F,0.17,mg/L,,FALSE,FALSE,0.17
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,1,AUGUST,1971-08-19,50,HCO3,133.0,mg/L,,FALSE,FALSE,133
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,1,AUGUST,1971-08-19,50,SO4,26.4,mg/L,,FALSE,FALSE,26.4
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,1,AUGUST,1971-08-19,50,Cl,1.1,mg/L,,FALSE,FALSE,1.1
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,1,AUGUST,1971-08-19,50,F,0.17,mg/L,,FALSE,FALSE,0.17
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,1,AUGUST,1971-08-19,83,HCO3,134.0,mg/L,,FALSE,FALSE,134
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,1,AUGUST,1971-08-19,83,SO4,26.6,mg/L,,FALSE,FALSE,26.6
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,1,AUGUST,1971-08-19,83,Cl,1.1,mg/L,,FALSE,FALSE,1.1
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,1,AUGUST,1971-08-19,83,F,0.17,mg/L,,FALSE,FALSE,0.17
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,1,OCTOBER,1971-10-19,1,HCO3,133.0,mg/L,,FALSE,FALSE,133
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,1,OCTOBER,1971-10-19,1,SO4,26.8,mg/L,,FALSE,FALSE,26.8
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,1,OCTOBER,1971-10-19,1,Cl,1.2,mg/L,,FALSE,FALSE,1.2
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,1,OCTOBER,1971-10-19,1,F,0.16,mg/L,,FALSE,FALSE,0.16
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,1,OCTOBER,1971-10-19,5,HCO3,133.0,mg/L,,FALSE,FALSE,133
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,1,OCTOBER,1971-10-19,5,SO4,27.0,mg/L,,FALSE,FALSE,27.0
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,1,OCTOBER,1971-10-19,5,Cl,1.1,mg/L,,FALSE,FALSE,1.1
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,1,OCTOBER,1971-10-19,5,F,0.16,mg/L,,FALSE,FALSE,0.16
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,1,OCTOBER,1971-10-19,10,HCO3,133.0,mg/L,,FALSE,FALSE,133
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,1,OCTOBER,1971-10-19,10,SO4,27.3,mg/L,,FALSE,FALSE,27.3
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,1,OCTOBER,1971-10-19,10,Cl,1.2,mg/L,,FALSE,FALSE,1.2
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,1,OCTOBER,1971-10-19,10,F,0.16,mg/L,,FALSE,FALSE,0.16
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,1,OCTOBER,1971-10-19,25,HCO3,133.0,mg/L,,FALSE,FALSE,133
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,1,OCTOBER,1971-10-19,25,SO4,27.0,mg/L,,FALSE,FALSE,27.0
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,1,OCTOBER,1971-10-19,25,Cl,1.2,mg/L,,FALSE,FALSE,1.2
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,1,OCTOBER,1971-10-19,25,F,0.16,mg/L,,FALSE,FALSE,0.16
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,1,OCTOBER,1971-10-19,50,HCO3,133.0,mg/L,,FALSE,FALSE,133
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,1,OCTOBER,1971-10-19,50,SO4,27.0,mg/L,,FALSE,FALSE,27.0
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,1,OCTOBER,1971-10-19,50,Cl,1.2,mg/L,,FALSE,FALSE,1.2
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,1,OCTOBER,1971-10-19,50,F,0.17,mg/L,,FALSE,FALSE,0.17
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,1,OCTOBER,1971-10-19,80,HCO3,133.0,mg/L,,FALSE,FALSE,133
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,1,OCTOBER,1971-10-19,80,SO4,27.0,mg/L,,FALSE,FALSE,27.0
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,1,OCTOBER,1971-10-19,80,Cl,1.2,mg/L,,FALSE,FALSE,1.2
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,1,OCTOBER,1971-10-19,80,F,0.17,mg/L,,FALSE,FALSE,0.17
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,4,APRIL,1971-04-18,1,HCO3,131.0,mg/L,,FALSE,FALSE,131
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,4,APRIL,1971-04-18,1,SO4,26.9,mg/L,,FALSE,FALSE,26.9
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,4,APRIL,1971-04-18,1,Cl,1.2,mg/L,,FALSE,FALSE,1.2
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,4,APRIL,1971-04-18,1,F,0.17,mg/L,,FALSE,FALSE,0.17
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,4,APRIL,1971-04-18,5,HCO3,133.0,mg/L,,FALSE,FALSE,133
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,4,APRIL,1971-04-18,5,SO4,27.2,mg/L,,FALSE,FALSE,27.2
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,4,APRIL,1971-04-18,5,Cl,1.0,mg/L,,FALSE,FALSE,1.0
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,4,APRIL,1971-04-18,5,F,0.17,mg/L,,FALSE,FALSE,0.17
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,4,APRIL,1971-04-18,10,HCO3,134.0,mg/L,,FALSE,FALSE,134
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,4,APRIL,1971-04-18,10,SO4,28.0,mg/L,,FALSE,FALSE,28.0
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,4,APRIL,1971-04-18,10,Cl,1.0,mg/L,,FALSE,FALSE,1.0
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,4,APRIL,1971-04-18,10,F,0.17,mg/L,,FALSE,FALSE,0.17
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,4,APRIL,1971-04-18,25,HCO3,134.0,mg/L,,FALSE,FALSE,134
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,4,APRIL,1971-04-18,25,SO4,27.5,mg/L,,FALSE,FALSE,27.5
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,4,APRIL,1971-04-18,25,Cl,1.0,mg/L,,FALSE,FALSE,1.0
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,4,APRIL,1971-04-18,25,F,0.17,mg/L,,FALSE,FALSE,0.17
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,4,APRIL,1971-04-18,50,HCO3,131.0,mg/L,,FALSE,FALSE,131
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,4,APRIL,1971-04-18,50,SO4,27.4,mg/L,,FALSE,FALSE,27.4
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,4,APRIL,1971-04-18,50,Cl,1.0,mg/L,,FALSE,FALSE,1.0
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,4,APRIL,1971-04-18,50,F,0.17,mg/L,,FALSE,FALSE,0.17
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,4,APRIL,1971-04-18,100,HCO3,134.0,mg/L,,FALSE,FALSE,134
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,4,APRIL,1971-04-18,100,SO4,27.6,mg/L,,FALSE,FALSE,27.6
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,4,APRIL,1971-04-18,100,Cl,1.0,mg/L,,FALSE,FALSE,1.0
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,4,APRIL,1971-04-18,100,F,0.17,mg/L,,FALSE,FALSE,0.17
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,4,APRIL,1971-04-18,123,HCO3,133.0,mg/L,,FALSE,FALSE,133
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,4,APRIL,1971-04-18,123,SO4,29.4,mg/L,,FALSE,FALSE,29.4
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,4,APRIL,1971-04-18,123,Cl,1.0,mg/L,,FALSE,FALSE,1.0
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,4,APRIL,1971-04-18,123,F,0.17,mg/L,,FALSE,FALSE,0.17
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,4,JUNE,1971-06-19,1,HCO3,129.0,mg/L,,FALSE,FALSE,129
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,4,JUNE,1971-06-19,1,SO4,25.8,mg/L,,FALSE,FALSE,25.8
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,4,JUNE,1971-06-19,1,Cl,1.2,mg/L,,FALSE,FALSE,1.2
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,4,JUNE,1971-06-19,1,F,0.18,mg/L,,FALSE,FALSE,0.18
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,4,JUNE,1971-06-19,5,HCO3,131.0,mg/L,,FALSE,FALSE,131
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,4,JUNE,1971-06-19,5,SO4,26.1,mg/L,,FALSE,FALSE,26.1
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,4,JUNE,1971-06-19,5,Cl,1.1,mg/L,,FALSE,FALSE,1.1
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,4,JUNE,1971-06-19,5,F,0.18,mg/L,,FALSE,FALSE,0.18
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,4,JUNE,1971-06-19,10,HCO3,132.0,mg/L,,FALSE,FALSE,132
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,4,JUNE,1971-06-19,10,SO4,25.7,mg/L,,FALSE,FALSE,25.7
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,4,JUNE,1971-06-19,10,Cl,1.1,mg/L,,FALSE,FALSE,1.1
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,4,JUNE,1971-06-19,10,F,0.18,mg/L,,FALSE,FALSE,0.18
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,4,JUNE,1971-06-19,25,HCO3,134.0,mg/L,,FALSE,FALSE,134
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,4,JUNE,1971-06-19,25,SO4,27.0,mg/L,,FALSE,FALSE,27.0
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,4,JUNE,1971-06-19,25,Cl,1.1,mg/L,,FALSE,FALSE,1.1
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,4,JUNE,1971-06-19,25,F,0.18,mg/L,,FALSE,FALSE,0.18
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,4,JUNE,1971-06-19,50,HCO3,135.0,mg/L,,FALSE,FALSE,135
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,4,JUNE,1971-06-19,50,SO4,27.6,mg/L,,FALSE,FALSE,27.6
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,4,JUNE,1971-06-19,50,Cl,1.1,mg/L,,FALSE,FALSE,1.1
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,4,JUNE,1971-06-19,50,F,0.18,mg/L,,FALSE,FALSE,0.18
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,4,JUNE,1971-06-19,100,HCO3,137.0,mg/L,,FALSE,FALSE,137
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,4,JUNE,1971-06-19,100,SO4,27.0,mg/L,,FALSE,FALSE,27.0
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,4,JUNE,1971-06-19,100,Cl,1.1,mg/L,,FALSE,FALSE,1.1
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,4,JUNE,1971-06-19,100,F,0.18,mg/L,,FALSE,FALSE,0.18
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,4,JUNE,1971-06-19,124,HCO3,137.0,mg/L,,FALSE,FALSE,137
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,4,JUNE,1971-06-19,124,SO4,28.4,mg/L,,FALSE,FALSE,28.4
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,4,JUNE,1971-06-19,124,Cl,1.2,mg/L,,FALSE,FALSE,1.2
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,4,JUNE,1971-06-19,124,F,0.17,mg/L,,FALSE,FALSE,0.17
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,4,AUGUST,1971-08-19,1,HCO3,127.0,mg/L,,FALSE,FALSE,127
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,4,AUGUST,1971-08-19,1,SO4,26.3,mg/L,,FALSE,FALSE,26.3
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,4,AUGUST,1971-08-19,1,Cl,1.1,mg/L,,FALSE,FALSE,1.1
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,4,AUGUST,1971-08-19,1,F,0.17,mg/L,,FALSE,FALSE,0.17
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,4,AUGUST,1971-08-19,5,HCO3,128.0,mg/L,,FALSE,FALSE,128
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,4,AUGUST,1971-08-19,5,SO4,26.3,mg/L,,FALSE,FALSE,26.3
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,4,AUGUST,1971-08-19,5,Cl,1.1,mg/L,,FALSE,FALSE,1.1
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,4,AUGUST,1971-08-19,5,F,0.17,mg/L,,FALSE,FALSE,0.17
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,4,AUGUST,1971-08-19,10,HCO3,128.0,mg/L,,FALSE,FALSE,128
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,4,AUGUST,1971-08-19,10,SO4,26.1,mg/L,,FALSE,FALSE,26.1
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,4,AUGUST,1971-08-19,10,Cl,1.1,mg/L,,FALSE,FALSE,1.1
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,4,AUGUST,1971-08-19,10,F,0.16,mg/L,,FALSE,FALSE,0.16
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,4,AUGUST,1971-08-19,25,HCO3,132.0,mg/L,,FALSE,FALSE,132
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,4,AUGUST,1971-08-19,25,SO4,26.4,mg/L,,FALSE,FALSE,26.4
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,4,AUGUST,1971-08-19,25,Cl,1.1,mg/L,,FALSE,FALSE,1.1
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,4,AUGUST,1971-08-19,25,F,0.16,mg/L,,FALSE,FALSE,0.16
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,4,AUGUST,1971-08-19,50,HCO3,134.0,mg/L,,FALSE,FALSE,134
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,4,AUGUST,1971-08-19,50,SO4,26.6,mg/L,,FALSE,FALSE,26.6
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Okanagan Lake,4,AUGUST,1971-08-19,50,Cl,1.1,mg/L,,FALSE,FALSE,1.1
